FECHA	HORA	SO2	NO	NO2	NOx	O3
31/01/2023	16	3	3	13	17	68
31/01/2023	17	3	3	20	24	57
31/01/2023	18	3	2	20	22	57
31/01/2023	19	3	2	32	35	39
31/01/2023	20	3	3	52	57	7
31/01/2023	21	3	2	41	45	17
31/01/2023	22	3	26	52	92	7
31/01/2023	23	3	10	48	65	6
01/02/2023	00	3	4	32	37	13
01/02/2023	01	3	2	19	22	27
01/02/2023	02	3	2	13	16	32
01/02/2023	03	3	2	11	14	34
01/02/2023	04	3	2	10	12	35
01/02/2023	05	3	2	11	13	36
01/02/2023	09	4	36	40	95	9
01/02/2023	10	3	25	34	73	16
01/02/2023	11	3	14	29	50	29
01/02/2023	12	3	5	16	24	51
01/02/2023	13	3	5	15	23	59
01/02/2023	14	3	5	18	25	66
01/02/2023	15	3	3	11	15	82
01/02/2023	16	3	4	22	28	69
01/02/2023	17	3	2	24	27	66
01/02/2023	18	3	2	41	44	34
01/02/2023	19	3	3	40	44	34
01/02/2023	20	3	10	59	74	4
01/02/2023	21	3	5	53	61	9
01/02/2023	22	3	33	57	107	7
01/02/2023	23	3	7	49	60	7
02/02/2023	00	3	3	30	34	19
02/02/2023	01	3	2	18	21	31
02/02/2023	02	3	2	14	16	34
02/02/2023	03	3	2	12	15	35
02/02/2023	04	3	2	12	14	33
02/02/2023	05	3	2	13	15	32
02/02/2023	06	3	2	19	22	26
02/02/2023	07	3	8	32	44	10
02/02/2023	08	3	24	39	75	4
02/02/2023	09	3	25	32	69	13
02/02/2023	10	3	23	32	67	18
02/02/2023	11	3	18	34	61	26
02/02/2023	12	3	12	33	52	39
02/02/2023	13	3	10	31	46	47
02/02/2023	14	3	4	16	22	68
02/02/2023	15	3	6	24	32	63
02/02/2023	16	3	4	20	26	63
02/02/2023	17	3	4	34	40	47
02/02/2023	18	3	7	55	66	19
02/02/2023	19	3	5	58	67	15
02/02/2023	20	3	3	49	54	25
02/02/2023	21	3	6	57	67	9
02/02/2023	22	3	20	60	91	5
02/02/2023	23	3	14	54	76	4
03/02/2023	00	3	13	50	70	6
03/02/2023	01	3	4	34	40	11
03/02/2023	02	3	4	28	34	13
03/02/2023	03	3	2	24	27	16
03/02/2023	04	3	2	19	22	20
03/02/2023	05	4	3	27	32	15
03/02/2023	06	4	8	35	47	8
03/02/2023	07	4	22	43	77	2
03/02/2023	08	3	46	47	117	3
03/02/2023	09	3	24	38	74	10
03/02/2023	10	3	13	27	47	25
03/02/2023	11	3	9	20	34	37
03/02/2023	12	3	9	24	38	44
03/02/2023	13	3	6	23	33	58
03/02/2023	14	3	3	16	22	72
03/02/2023	15	3	4	18	24	75
03/02/2023	16	3	7	36	48	50
03/02/2023	17	3	3	25	29	65
03/02/2023	18	3	2	30	33	58
03/02/2023	19	3	3	50	55	26
03/02/2023	20	3	21	59	92	8
03/02/2023	21	3	59	71	162	4
03/02/2023	22	3	61	66	161	6
03/02/2023	23	3	18	50	77	9
04/02/2023	00	3	2	32	36	19
04/02/2023	01	3	2	27	30	25
04/02/2023	02	3	2	19	21	35
04/02/2023	03	3	2	13	15	44
04/02/2023	04	3	2	11	14	48
04/02/2023	05	3	2	24	28	32
04/02/2023	06	3	2	27	30	30
04/02/2023	07	3	3	37	41	18
04/02/2023	08	4	7	42	53	13
04/02/2023	09	4	8	28	40	30
04/02/2023	10	3	12	31	49	34
04/02/2023	11	3	14	35	57	36
04/02/2023	12	3	8	30	43	54
04/02/2023	13	3	5	22	30	71
04/02/2023	14	3	3	14	20	77
04/02/2023	15	3	3	14	18	78
04/02/2023	16	3	4	21	27	67
04/02/2023	17	3	3	33	38	52
04/02/2023	18	3	7	59	70	11
04/02/2023	19	4	130	83	283	3
04/02/2023	20	3	109	80	247	4
04/02/2023	21	3	21	63	94	4
04/02/2023	22	3	16	56	81	5
04/02/2023	23	3	20	51	81	4
05/02/2023	00	3	5	39	45	12
05/02/2023	01	3	4	37	43	11
05/02/2023	02	3	2	14	16	39
05/02/2023	03	3	2	10	13	43
05/02/2023	04	3	2	16	19	31
05/02/2023	05	3	2	16	19	25
05/02/2023	06	3	2	22	26	16
05/02/2023	07	3	3	28	33	10
05/02/2023	08	4	6	31	40	11
05/02/2023	09	4	7	22	32	28
05/02/2023	10	3	6	16	24	39
05/02/2023	11	3	4	12	17	54
05/02/2023	12	3	4	11	17	61
05/02/2023	13	3	5	16	24	61
05/02/2023	14	3	4	14	20	67
05/02/2023	15	3	3	12	17	70
05/02/2023	16	3	3	14	18	66
05/02/2023	17	3	2	12	14	73
05/02/2023	18	3	2	20	22	54
05/02/2023	19	3	2	27	30	38
05/02/2023	20	3	2	30	33	27
05/02/2023	21	3	4	33	39	20
05/02/2023	22	3	16	52	77	6
05/02/2023	23	3	11	43	61	6
06/02/2023	00	3	13	38	57	9
06/02/2023	01	3	3	25	29	14
06/02/2023	02	3	3	17	21	19
06/02/2023	03	3	2	16	19	15
06/02/2023	04	3	2	14	16	24
06/02/2023	05	3	2	13	16	28
06/02/2023	06	3	2	21	25	20
06/02/2023	07	3	14	36	57	5
06/02/2023	08	4	13	39	59	9
06/02/2023	09	3	3	27	32	24
06/02/2023	10	3	2	9	13	54
06/02/2023	11	3	2	8	11	61
06/02/2023	12	3	2	8	11	61
06/02/2023	13	3	2	5	7	72
06/02/2023	14	3	2	10	13	58
06/02/2023	15	4	2	9	12	61
06/02/2023	16	4	2	10	13	61
06/02/2023	17	3	2	10	12	60
06/02/2023	18	3	1	11	13	61
06/02/2023	19	3	2	9	12	64
06/02/2023	20	3	2	9	12	61
06/02/2023	21	4	1	10	12	61
06/02/2023	22	4	2	9	11	61
06/02/2023	23	4	2	6	8	63
07/02/2023	00	5	2	5	8	66
07/02/2023	01	4	2	4	7	71
07/02/2023	02	4	2	4	7	70
07/02/2023	03	3	2	3	6	69
07/02/2023	04	3	2	4	6	66
07/02/2023	05	3	1	5	7	63
07/02/2023	06	3	3	12	17	54
07/02/2023	07	3	6	30	38	28
07/02/2023	08	3	4	34	39	27
07/02/2023	09	3	3	29	34	29
07/02/2023	10	3	2	17	20	48
07/02/2023	11	3	2	11	14	55
07/02/2023	12	3	2	7	11	65
07/02/2023	13	3	3	6	10	69
07/02/2023	14	3	2	5	9	74
07/02/2023	15	3	2	5	8	75
07/02/2023	16	3	2	5	8	75
07/02/2023	17	3	2	10	13	69
07/02/2023	18	3	2	13	15	61
07/02/2023	19	3	1	13	16	58
07/02/2023	20	3	2	17	19	49
07/02/2023	21	3	2	25	27	31
07/02/2023	22	3	2	26	29	22
07/02/2023	23	5	4	37	44	10
08/02/2023	00	5	2	28	31	16
08/02/2023	01	6	2	15	18	29
08/02/2023	02	5	2	10	13	36
08/02/2023	03	4	2	9	12	32
08/02/2023	04	5	2	6	9	50
08/02/2023	05	5	2	4	6	71
08/02/2023	06	4	2	4	7	72
08/02/2023	07	5	2	11	13	63
08/02/2023	08	3	3	14	18	53
08/02/2023	09	3	2	10	13	58
08/02/2023	10	3	2	8	10	61
08/02/2023	11	3	2	8	11	61
08/02/2023	12	3	2	11	14	59
08/02/2023	13	3	2	7	10	70
08/02/2023	14	3	2	11	14	60
08/02/2023	15	3	2	10	13	61
08/02/2023	16	3	2	11	15	60
08/02/2023	17	3	2	12	15	60
08/02/2023	18	3	2	7	10	71
08/02/2023	19	3	6	17	26	56
08/02/2023	20	3	1	12	14	58
08/02/2023	21	3	3	12	16	57
08/02/2023	22	3	2	7	10	64
08/02/2023	23	3	2	12	15	50
09/02/2023	00	3	2	8	10	49
09/02/2023	01	3	2	6	8	60
09/02/2023	02	3	2	7	9	61
09/02/2023	03	3	2	3	6	68
09/02/2023	04	3	2	4	6	69
09/02/2023	05	4	1	7	9	62
09/02/2023	06	4	2	6	8	63
09/02/2023	07	4	4	17	22	56
09/02/2023	08	4	2	18	21	51
09/02/2023	09	4	2	14	17	58
09/02/2023	10	3	3	11	15	61
09/02/2023	11	3	3	8	12	71
09/02/2023	12	3	2	7	9	76
09/02/2023	13	3	2	4	8	84
09/02/2023	14	3	2	4	7	90
09/02/2023	15	3	2	4	6	93
09/02/2023	16	3	2	4	7	91
09/02/2023	17	3	2	6	9	87
09/02/2023	18	3	2	8	11	81
09/02/2023	19	3	1	10	12	76
09/02/2023	20	3	2	10	13	74
09/02/2023	21	3	2	12	15	69
09/02/2023	22	3	1	12	14	64
09/02/2023	23	3	2	19	21	47
10/02/2023	00	3	2	18	21	44
10/02/2023	01	4	2	16	19	36
10/02/2023	02	4	2	17	20	33
10/02/2023	03	6	2	14	16	29
10/02/2023	04	6	2	12	15	27
10/02/2023	05	6	2	16	19	19
10/02/2023	06	7	3	17	23	12
10/02/2023	07	8	31	33	81	3
10/02/2023	08	6	54	34	116	2
10/02/2023	09	7	63	40	136	5
10/02/2023	10	5	46	42	113	9
10/02/2023	11	3	10	26	41	31
10/02/2023	12	3	6	14	22	53
10/02/2023	13	3	2	3	6	87
10/02/2023	14	3	4	13	20	69
10/02/2023	15	3	5	22	29	56
10/02/2023	16	3	3	17	22	66
10/02/2023	17	3	2	11	14	78
10/02/2023	18	3	2	17	21	66
10/02/2023	19	3	4	50	56	16
10/02/2023	20	3	10	53	68	5
10/02/2023	21	3	12	52	70	5
10/02/2023	22	4	35	52	105	5
10/02/2023	23	3	19	46	76	6
11/02/2023	00	3	5	36	43	8
11/02/2023	01	3	3	26	30	17
11/02/2023	02	3	2	15	17	28
11/02/2023	03	3	2	10	13	36
11/02/2023	04	3	2	8	11	38
11/02/2023	05	3	2	9	12	33
11/02/2023	06	4	2	15	18	29
11/02/2023	07	4	2	23	26	16
11/02/2023	08	4	5	26	33	14
11/02/2023	09	4	8	23	35	25
11/02/2023	10	3	7	25	35	32
11/02/2023	11	3	2	15	18	56
11/02/2023	12	3	2	9	12	73
11/02/2023	13	3	2	5	8	85
11/02/2023	14	3	2	5	8	88
11/02/2023	15	3	2	5	8	93
11/02/2023	16	3	2	4	6	100
11/02/2023	17	3	2	6	9	99
11/02/2023	18	3	2	10	12	92
11/02/2023	19	3	2	19	21	76
11/02/2023	20	3	2	25	28	61
11/02/2023	21	3	2	36	39	38
11/02/2023	22	3	2	29	32	31
11/02/2023	23	3	2	22	25	39
12/02/2023	00	3	2	21	24	39
12/02/2023	01	3	5	36	43	14
12/02/2023	02	3	2	24	28	23
12/02/2023	03	3	2	22	25	21
12/02/2023	04	4	2	15	18	31
12/02/2023	05	4	2	12	14	37
12/02/2023	06	3	2	14	17	40
12/02/2023	07	3	2	13	16	40
12/02/2023	08	3	3	23	27	28
12/02/2023	09	3	3	20	25	33
12/02/2023	10	3	5	21	29	41
12/02/2023	11	3	3	10	14	71
12/02/2023	12	3	2	6	8	90
12/02/2023	13	3	2	6	9	93
12/02/2023	14	3	2	4	7	100
12/02/2023	15	3	2	4	6	99
12/02/2023	16	3	2	5	8	98
12/02/2023	17	3	2	5	8	98
12/02/2023	18	3	2	7	9	91
12/02/2023	19	3	2	18	21	73
12/02/2023	20	3	3	39	43	31
12/02/2023	21	3	2	41	44	20
12/02/2023	22	3	15	45	67	14
12/02/2023	23	3	4	35	41	20
13/02/2023	00	3	2	24	28	27
13/02/2023	01	3	2	17	20	31
13/02/2023	02	3	2	11	14	36
13/02/2023	03	4	2	7	10	40
13/02/2023	04	5	2	7	9	41
13/02/2023	05	5	2	7	10	40
13/02/2023	06	6	3	16	20	30
13/02/2023	07	5	10	32	48	10
13/02/2023	08	3	27	40	81	5
13/02/2023	09	3	23	38	73	6
13/02/2023	10	3	20	35	66	13
13/02/2023	11	3	15	29	52	25
13/02/2023	12	3	6	23	32	46
13/02/2023	13	3	3	10	14	83
13/02/2023	14	3	4	13	18	82
13/02/2023	15	3	3	12	17	85
13/02/2023	16	3	2	10	13	90
13/02/2023	17	3	3	20	25	77
13/02/2023	18	3	2	33	36	57
13/02/2023	19	3	2	43	47	38
13/02/2023	20	3	2	59	62	15
13/02/2023	21	3	2	50	53	12
13/02/2023	22	3	5	46	54	11
13/02/2023	23	3	25	56	94	6
14/02/2023	00	3	10	51	66	5
14/02/2023	01	3	2	33	37	18
14/02/2023	02	3	2	18	21	31
14/02/2023	03	3	2	13	15	40
14/02/2023	04	3	2	12	14	39
14/02/2023	05	3	2	15	18	35
14/02/2023	06	3	2	21	24	27
14/02/2023	07	3	11	38	54	6
14/02/2023	08	5	55	48	133	4
14/02/2023	09	3	10	37	52	28
14/02/2023	10	3	5	30	37	40
14/02/2023	11	3	2	10	13	81
14/02/2023	12	3	2	8	11	87
14/02/2023	13	3	2	7	10	90
14/02/2023	14	3	2	6	9	93
14/02/2023	15	3	2	6	9	93
14/02/2023	16	3	2	7	9	93
14/02/2023	17	3	2	7	10	90
14/02/2023	18	3	2	11	13	85
14/02/2023	19	3	2	12	15	81
14/02/2023	20	3	2	13	15	79
14/02/2023	21	3	1	15	17	73
14/02/2023	22	3	1	16	18	64
14/02/2023	23	3	2	13	15	69
15/02/2023	00	3	1	8	10	78
15/02/2023	01	3	2	7	9	70
15/02/2023	02	3	2	7	10	63
15/02/2023	03	3	2	5	8	69
15/02/2023	04	3	2	7	9	64
15/02/2023	05	3	1	9	12	44
15/02/2023	06	4	2	8	11	48
15/02/2023	07	5	4	28	34	24
15/02/2023	08	3	5	38	46	21
15/02/2023	09	3	7	36	47	29
15/02/2023	10	3	4	19	24	62
15/02/2023	11	3	2	8	11	82
15/02/2023	12	3	2	6	9	87
15/02/2023	13	3	2	7	10	90
15/02/2023	14	3	3	7	11	87
15/02/2023	15	3	2	9	12	87
15/02/2023	16	3	2	7	10	90
15/02/2023	17	3	2	14	17	80
15/02/2023	18	3	2	13	16	80
15/02/2023	19	3	1	16	19	73
15/02/2023	20	3	2	16	19	68
15/02/2023	21	3	2	21	24	57
15/02/2023	22	3	2	36	38	27
15/02/2023	23	3	2	32	36	26
16/02/2023	00	3	6	43	52	14
16/02/2023	01	3	2	32	35	19
16/02/2023	02	3	2	24	27	24
16/02/2023	03	3	2	14	16	36
16/02/2023	04	3	2	12	15	34
16/02/2023	05	3	2	11	13	31
16/02/2023	06	3	2	18	22	19
16/02/2023	07	3	17	32	58	4
16/02/2023	08	5	40	40	102	4
16/02/2023	09	5	39	39	98	8
16/02/2023	10	4	24	36	73	15
16/02/2023	11	3	13	30	51	30
16/02/2023	12	3	4	18	25	58
16/02/2023	13	3	3	10	15	78
16/02/2023	14	3	2	6	10	91
16/02/2023	15	3	3	8	12	89
16/02/2023	16	3	2	7	10	93
16/02/2023	17	3	2	10	12	89
16/02/2023	18	3	2	8	11	87
16/02/2023	19	3	2	10	13	81
16/02/2023	20	3	2	14	16	73
16/02/2023	21	3	2	25	28	48
16/02/2023	22	3	2	42	45	13
16/02/2023	23	3	18	53	80	5
17/02/2023	00	3	3	39	45	9
17/02/2023	01	3	2	28	32	13
17/02/2023	02	5	2	16	19	24
17/02/2023	03	5	2	11	14	31
17/02/2023	04	6	2	11	13	32
17/02/2023	05	7	2	10	13	34
17/02/2023	06	7	3	20	24	23
17/02/2023	10	3	23	30	65	18
17/02/2023	11	3	8	17	29	43
17/02/2023	12	3	3	9	14	70
17/02/2023	13	3	9	23	37	57
17/02/2023	14	3	6	20	28	65
17/02/2023	15	3	3	11	15	86
17/02/2023	16	3	5	21	28	70
17/02/2023	17	3	6	31	40	62
17/02/2023	18	3	6	62	71	18
17/02/2023	19	3	3	62	66	18
17/02/2023	20	3	14	72	94	6
17/02/2023	21	3	13	59	79	5
17/02/2023	22	3	9	55	68	6
17/02/2023	23	3	43	58	124	7
18/02/2023	00	3	6	40	48	15
18/02/2023	01	3	2	25	27	28
18/02/2023	02	3	2	14	17	40
18/02/2023	03	3	2	11	13	43
18/02/2023	04	3	2	12	14	45
18/02/2023	05	3	2	9	12	46
18/02/2023	06	3	2	12	15	45
18/02/2023	07	3	2	16	19	40
18/02/2023	08	4	3	19	23	36
18/02/2023	09	3	6	21	30	33
18/02/2023	10	3	9	26	38	33
18/02/2023	11	3	9	29	43	34
18/02/2023	12	3	8	27	38	44
18/02/2023	13	3	5	22	30	65
18/02/2023	14	3	3	14	18	85
18/02/2023	15	3	2	13	16	90
18/02/2023	16	3	2	14	17	87
18/02/2023	17	3	2	20	24	83
18/02/2023	18	3	2	26	28	74
18/02/2023	19	3	2	30	33	58
18/02/2023	20	3	2	31	34	44
18/02/2023	21	3	14	52	74	14
18/02/2023	22	3	34	62	115	6
18/02/2023	23	3	36	58	114	7
19/02/2023	00	3	29	52	95	8
19/02/2023	01	3	11	45	61	7
19/02/2023	02	3	7	41	51	6
19/02/2023	03	3	7	34	44	5
19/02/2023	04	3	6	30	39	11
19/02/2023	05	3	2	21	23	18
19/02/2023	06	3	2	19	22	19
19/02/2023	07	3	4	24	30	8
19/02/2023	08	4	6	23	31	13
19/02/2023	09	3	7	21	31	24
19/02/2023	10	3	4	14	20	42
19/02/2023	11	3	5	14	21	52
19/02/2023	12	3	7	23	33	50
19/02/2023	13	3	7	21	32	55
19/02/2023	14	3	17	39	65	33
19/02/2023	15	3	7	27	38	55
19/02/2023	16	3	2	12	16	81
19/02/2023	17	3	2	20	24	71
19/02/2023	18	3	5	40	47	45
19/02/2023	19	3	8	64	76	8
19/02/2023	20	3	2	47	50	24
19/02/2023	21	3	2	42	46	22
19/02/2023	22	3	14	51	73	14
19/02/2023	23	3	14	53	75	8
20/02/2023	00	3	5	44	52	9
20/02/2023	01	3	3	31	35	16
20/02/2023	02	3	3	36	40	8
20/02/2023	03	3	2	31	35	10
20/02/2023	04	3	3	26	30	13
20/02/2023	05	3	3	27	31	8
20/02/2023	06	3	3	29	33	8
20/02/2023	07	3	21	37	69	5
20/02/2023	08	3	52	44	123	4
20/02/2023	09	3	54	49	131	7
20/02/2023	10	3	33	44	95	15
20/02/2023	11	3	21	43	75	27
20/02/2023	12	3	8	29	42	53
20/02/2023	13	3	3	19	24	77
20/02/2023	14	4	10	36	51	54
20/02/2023	15	5	4	25	31	72
20/02/2023	16	3	9	39	53	42
20/02/2023	17	3	3	27	31	58
20/02/2023	18	3	2	37	41	37
20/02/2023	19	3	2	38	41	39
20/02/2023	20	3	2	38	41	37
20/02/2023	21	3	2	42	45	23
20/02/2023	22	3	6	50	59	11
20/02/2023	23	3	26	52	91	8
21/02/2023	00	3	21	49	81	8
21/02/2023	01	3	4	36	42	10
21/02/2023	02	3	2	25	28	19
21/02/2023	03	3	2	21	24	22
21/02/2023	04	3	2	17	19	21
21/02/2023	05	3	2	23	26	16
21/02/2023	06	3	6	32	41	7
21/02/2023	07	3	27	37	79	3
21/02/2023	08	8	68	46	150	3
21/02/2023	09	6	48	48	121	6
21/02/2023	10	5	52	54	134	7
21/02/2023	11	3	37	57	114	7
21/02/2023	12	3	34	56	107	6
21/02/2023	13	3	19	36	65	32
21/02/2023	14	3	3	15	20	74
21/02/2023	15	3	8	33	45	55
21/02/2023	16	3	8	39	52	47
21/02/2023	17	5	35	60	114	23
21/02/2023	18	4	28	69	112	5
21/02/2023	19	3	2	44	48	33
21/02/2023	20	3	3	45	49	29
21/02/2023	21	3	7	54	65	8
21/02/2023	22	3	11	55	71	6
21/02/2023	23	3	17	54	80	5
22/02/2023	00	3	10	50	65	6
22/02/2023	01	3	8	46	58	6
22/02/2023	02	3	6	40	49	8
22/02/2023	03	3	3	36	41	7
22/02/2023	04	3	4	32	37	8
22/02/2023	05	3	7	31	41	6
22/02/2023	06	3	12	31	49	6
22/02/2023	07	3	27	28	70	4
22/02/2023	08	3	66	33	133	5
22/02/2023	09	16	26	40	80	12
22/02/2023	10	3	19	36	67	20
22/02/2023	11	3	10	28	43	34
22/02/2023	12	3	5	18	26	45
22/02/2023	13	3	5	15	22	54
22/02/2023	14	3	4	12	17	62
22/02/2023	15	3	2	7	10	80
22/02/2023	16	3	2	6	9	88
22/02/2023	17	3	2	9	11	85
22/02/2023	18	3	2	8	11	85
22/02/2023	19	3	1	9	11	77
22/02/2023	20	3	2	11	13	73
22/02/2023	21	3	2	21	23	46
22/02/2023	22	3	2	26	29	30
22/02/2023	23	3	5	44	51	10
23/02/2023	00	3	10	44	59	5
23/02/2023	01	3	11	38	54	5
23/02/2023	02	3	7	30	41	5
23/02/2023	03	3	3	23	27	10
23/02/2023	04	3	2	18	21	19
23/02/2023	05	3	2	18	21	18
23/02/2023	06	3	9	27	40	8
23/02/2023	07	3	27	32	73	5
23/02/2023	08	3	41	33	96	5
23/02/2023	09	3	37	36	93	5
23/02/2023	10	3	14	34	56	14
23/02/2023	11	4	6	27	36	32
23/02/2023	12	4	4	17	23	57
23/02/2023	13	5	4	21	27	57
23/02/2023	14	5	6	27	37	47
23/02/2023	15	5	3	10	13	78
23/02/2023	16	4	2	9	12	84
23/02/2023	17	4	2	10	12	81
23/02/2023	18	4	2	12	15	75
23/02/2023	19	4	2	19	22	64
23/02/2023	20	4	2	24	26	56
23/02/2023	21	4	3	41	46	30
23/02/2023	22	4	2	28	31	32
23/02/2023	23	3	2	9	12	60
24/02/2023	00	3	2	12	15	54
24/02/2023	01	3	2	6	8	64
24/02/2023	02	3	2	4	6	69
24/02/2023	03	4	2	5	8	63
24/02/2023	04	5	2	4	7	60
24/02/2023	05	5	2	7	9	50
24/02/2023	06	6	2	16	18	38
24/02/2023	07	8	16	43	68	5
24/02/2023	08	9	32	46	96	5
24/02/2023	09	8	19	32	61	18
24/02/2023	10	3	9	19	32	33
24/02/2023	11	3	3	9	14	54
24/02/2023	12	3	4	12	17	57
24/02/2023	13	3	4	14	20	55
24/02/2023	14	3	5	15	23	54
24/02/2023	15	3	3	7	11	67
24/02/2023	16	3	3	10	14	65
24/02/2023	17	3	2	10	13	67
24/02/2023	18	3	2	22	25	52
24/02/2023	19	3	2	28	31	42
24/02/2023	20	3	2	37	40	27
24/02/2023	21	3	3	32	36	25
24/02/2023	22	3	15	41	64	15
24/02/2023	23	3	8	39	51	10
25/02/2023	00	3	2	20	23	26
25/02/2023	01	3	2	14	16	35
25/02/2023	02	3	2	9	12	40
25/02/2023	03	3	2	8	10	43
25/02/2023	04	3	2	11	14	37
25/02/2023	05	3	2	13	15	35
25/02/2023	06	3	2	14	16	29
25/02/2023	07	3	4	25	32	16
25/02/2023	08	3	8	25	36	18
25/02/2023	09	3	5	16	24	37
25/02/2023	10	3	5	13	21	45
25/02/2023	11	3	3	9	14	57
25/02/2023	12	3	3	6	9	74
25/02/2023	13	3	3	10	15	66
25/02/2023	14	3	3	8	12	71
25/02/2023	15	3	3	8	12	78
25/02/2023	16	3	3	12	15	77
25/02/2023	17	3	3	28	33	54
25/02/2023	18	3	2	22	25	61
25/02/2023	19	3	2	9	12	80
25/02/2023	20	3	2	16	19	66
25/02/2023	21	3	2	31	34	42
25/02/2023	22	3	2	24	27	45
25/02/2023	23	3	2	15	18	50
26/02/2023	00	3	2	14	17	49
26/02/2023	01	3	2	12	14	50
26/02/2023	02	3	2	7	9	57
26/02/2023	03	3	2	5	8	57
26/02/2023	04	3	2	4	6	61
26/02/2023	05	3	2	4	7	60
26/02/2023	06	3	2	9	12	51
26/02/2023	07	3	2	13	16	47
26/02/2023	08	3	3	14	18	50
26/02/2023	09	3	3	9	13	59
26/02/2023	10	3	3	9	13	63
26/02/2023	11	3	2	4	7	75
26/02/2023	12	3	2	4	8	72
26/02/2023	13	3	2	3	6	74
26/02/2023	14	3	2	3	6	76
26/02/2023	15	3	2	3	6	76
26/02/2023	16	3	2	3	5	79
26/02/2023	17	3	2	4	6	81
26/02/2023	18	3	2	6	8	82
26/02/2023	19	3	2	10	12	75
26/02/2023	20	3	2	14	16	63
26/02/2023	21	3	2	9	11	70
26/02/2023	22	3	2	5	8	73
26/02/2023	23	3	2	3	6	78
27/02/2023	00	3	2	3	5	78
27/02/2023	01	3	2	3	5	80
27/02/2023	02	3	2	2	5	81
27/02/2023	03	3	2	2	5	84
27/02/2023	04	3	2	2	5	83
27/02/2023	05	4	2	2	5	80
27/02/2023	06	5	2	5	7	73
27/02/2023	07	6	3	8	12	66
27/02/2023	08	7	3	9	13	63
27/02/2023	09	6	3	6	11	69
27/02/2023	10	3	2	4	7	72
27/02/2023	11	3	2	4	8	73
27/02/2023	12	3	2	3	6	76
27/02/2023	13	3	2	4	6	77
27/02/2023	14	3	2	5	8	79
27/02/2023	15	3	2	5	8	77
27/02/2023	16	3	2	5	8	74
27/02/2023	17	3	2	7	11	71
27/02/2023	18	3	2	10	12	66
27/02/2023	19	3	2	12	15	62
27/02/2023	20	3	2	13	17	56
27/02/2023	21	3	2	11	14	57
27/02/2023	22	3	2	7	10	58
27/02/2023	23	3	2	5	7	63
28/02/2023	00	3	2	4	6	66
28/02/2023	01	3	2	3	6	67
28/02/2023	02	3	2	2	5	68
28/02/2023	03	3	2	3	5	70
28/02/2023	04	3	2	3	5	69
28/02/2023	05	3	2	4	7	67
28/02/2023	06	3	2	10	13	59
28/02/2023	07	3	4	28	34	36
28/02/2023	08	3	11	33	50	25
28/02/2023	09	3	12	26	44	35
28/02/2023	10	4	6	13	22	58
28/02/2023	11	3	3	7	12	71
28/02/2023	12	3	3	6	11	74
28/02/2023	13	3	3	5	9	78
28/02/2023	14	3	2	5	8	82
28/02/2023	15	3	3	9	13	78
28/02/2023	16	3	3	13	17	76
28/02/2023	17	3	3	19	23	68
28/02/2023	18	3	2	14	17	73
28/02/2023	19	3	2	21	23	62
28/02/2023	20	3	2	21	23	52
28/02/2023	21	3	5	50	58	14
28/02/2023	22	3	3	44	48	9
28/02/2023	23	3	2	28	30	28
01/03/2023	00	4	2	13	16	52
01/03/2023	01	5	2	10	13	54
01/03/2023	02	6	2	4	7	64
01/03/2023	03	6	2	3	6	67
01/03/2023	04	6	2	3	6	69
01/03/2023	05	7	2	4	6	70
01/03/2023	06	7	2	8	11	63
01/03/2023	07	7	3	19	23	47
01/03/2023	08	7	7	29	38	32
01/03/2023	09	6	5	20	28	45
01/03/2023	10	3	5	14	21	55
01/03/2023	11	3	3	7	12	70
01/03/2023	12	3	4	9	15	71
01/03/2023	13	3	5	16	23	64
01/03/2023	14	3	7	17	27	61
01/03/2023	15	3	4	12	18	77
01/03/2023	16	3	5	17	24	69
01/03/2023	17	3	3	14	19	73
01/03/2023	18	3	2	17	20	67
01/03/2023	19	3	2	20	22	61
01/03/2023	20	3	2	19	22	58
01/03/2023	21	3	2	26	28	45
01/03/2023	22	3	2	26	29	38
01/03/2023	23	3	2	19	23	42
02/03/2023	00	3	2	11	14	52
02/03/2023	01	3	2	6	9	71
02/03/2023	02	3	2	6	8	74
02/03/2023	03	3	2	8	11	69
02/03/2023	04	3	2	9	12	57
02/03/2023	05	3	2	12	14	47
02/03/2023	06	3	2	20	23	37
02/03/2023	07	6	13	39	59	14
02/03/2023	08	6	25	44	82	7
02/03/2023	09	3	13	27	46	27
02/03/2023	10	3	6	15	23	52
02/03/2023	11	3	3	8	13	71
02/03/2023	12	3	4	10	15	75
02/03/2023	13	3	4	12	17	79
02/03/2023	14	3	5	17	25	71
02/03/2023	15	3	4	16	22	76
02/03/2023	16	3	3	13	18	85
02/03/2023	17	3	3	15	19	88
02/03/2023	18	3	2	17	20	84
02/03/2023	19	3	2	18	21	77
02/03/2023	20	3	4	53	59	29
02/03/2023	21	3	3	51	55	27
02/03/2023	22	3	2	36	39	42
02/03/2023	23	3	2	38	40	35
03/03/2023	00	3	2	23	26	54
03/03/2023	01	3	2	4	7	76
03/03/2023	02	3	2	3	6	80
03/03/2023	03	3	2	3	6	78
03/03/2023	04	3	2	9	12	59
03/03/2023	05	3	2	15	17	44
03/03/2023	06	3	2	25	28	33
03/03/2023	07	3	14	46	67	14
03/03/2023	08	3	26	52	93	6
03/03/2023	09	3	16	43	66	17
03/03/2023	10	3	7	27	37	38
03/03/2023	11	3	4	12	18	63
03/03/2023	12	3	3	8	13	77
